"","Control1","Control2","Control3","M1","M2","M3"
"Stfa2l1",0,0,0,0,0,0
"Rps17",436.951935,681.401917,322.333069,558.004395,427.655273,470.051361
"Cfd",3112.124878,4431.055908,4077.265747,7723.174316,3405.128174,5024.237305
"NewGene_4676",0,0,0,0,0,0.164585
"NewGene_4674",0.073526,0.37891,0,0.134002,0.124405,0.190283
"Fbll1",0,0,0,0.076497,0,0.005804
"Lingo3",0.339949,0.431915,0.202072,0.378279,0.4516,0.482987
"Mb21d2",2.383725,3.223354,2.362939,2.807494,2.406005,2.639558
"Tsen15",8.102659,9.519231,8.960516,9.901236,6.0354,7.396163
"Ccdc144b",0.190051,0.187838,0.412209,0.437953,0.24369,0.134424
"Yipf6",8.145889,8.310132,8.716513,7.029221,6.015533,5.908089
"Zdhhc17",3.987609,3.911224,6.224494,4.791128,4.55754,3.833698
"Fgf18",1.204712,0.3914,1.589241,0.534801,0.952367,1.385789
"Itpk1",21.606512,18.189355,12.406226,19.534771,19.741299,21.922869
"NewGene_4805",0.193751,0.336526,0.671281,0.201368,0.103056,0.562902
"Sema3b",8.327674,4.247335,10.660307,6.036761,5.76173,10.113055
"NewGene_4806",0.781769,0.90911,0.880501,0.777907,0.61164,0.985448
"Vmn1r84",0,0,0,0,0,0
"Rnasel",0.81325,4.038991,6.963907,1.350484,2.071146,2.999129
"AF067063",0,0,0,0,0,0
"AI987944",3.696653,3.868075,3.494235,2.8667,2.138659,1.874507
"Gpr50",0,0,0,0,0,0
"Rps6kb2",6.585395,10.093746,7.878735,10.923168,8.503214,9.434331
"Als2cr12",1.120528,1.086336,3.216619,2.449039,0.940734,1.764782
"Tas2r123",0,0,0,0,0,0
"Mrpl18",53.472477,39.772995,41.585033,48.595066,61.190483,42.333622
"Gpr179",0.01372,0.08916,0.040963,0.064633,0.050197,0.026511
"Cdk17",8.979521,6.364894,7.28013,6.050803,8.340921,7.185372
"Esp4",0,0,0,0,0,0
"Vmn1r148",0,0,0,0,0,0
"Krtap31-1",0,0,0,0,0,0
"Zfp969",1.460791,1.448323,1.184404,8.63305,0.569398,3.267104
"Gm10719",0,0,0,0,0,0
"Gm10230",0,0,0,0,0,0
"Cfhr1",0,0,0.028045,0,0,0
"NewGene_5208",0,0,0,0.158205,0,0
"NewGene_5204",0.436408,0.70383,0.678436,0.734945,0.961391,0.723799
"NewGene_5207",0.458363,0,0.048096,0.373322,0.200676,0.107407
"Tmem235",0,0,0,0,0,0
"NewGene_5200",0,0,0,0.134474,0,0
"NewGene_5202",0.24358,0,0,0,0,0
"Isoc2b",3.534116,3.204612,2.498062,4.858002,3.909591,4.726794
"Plekhg3",5.023126,7.253457,7.56109,6.446874,4.916537,7.570968
"Cggbp1",17.951107,20.73193,24.519636,17.812305,17.035463,18.457119
"Ywhab",150.916068,181.782413,249.835957,226.352599,202.736533,215.12633
"Tomm34",10.266391,12.855789,12.9052,13.615555,11.547391,13.493832
"Olfr507",0,0,0,0,0,0
"Spcs1",81.271058,93.895629,101.330117,93.668597,82.231526,90.410464
"Glt8d1",7.187829,9.910594,11.293373,10.568184,7.984562,10.070387
"Parg",5.025653,5.363996,8.139907,5.608673,5.037829,5.093552
"Nisch",29.989747,37.702402,36.436857,37.640932,31.484717,40.726506
"Ogdhl",0.063303,0.102315,0.027013,0.095537,0.129227,0.041467
"Chat",0,0,0,0,0,0
"Nek4",2.233126,3.039976,3.364715,2.622429,2.513071,1.895451
"Camkmt",3.563371,4.511513,6.623202,5.071107,4.614894,6.195452
"Gm10309",0.091656,0.176705,0.11712,0.109457,0,0.110736
"Slitrk5",0,0,0.030532,0,0.01637,0
"Vmn1r93",0,0,0,0,0,0
"Eefsec",3.23649,4.551538,4.410013,3.169353,3.036198,4.223364
"Slc9c1",0,0,0,0,0,0
"AA467197",0,0.175132,0.125287,0.093469,0.081213,0.190146
"Gm9758",0,0,0,0,0,0
"Olfr1564",0,0,0.009281,0,0,0
"Pdp1",4.505347,4.147051,6.189524,4.505567,5.496139,4.215476
"Ubn2",1.278886,2.075257,2.113246,1.786893,1.495456,1.370377
"Rgs4",6.36933,6.350918,6.13177,4.210215,5.502672,6.888345
"Cbfa2t2",2.623391,3.769843,4.080018,2.612197,2.260267,3.621356
"Olfr175-ps1",0,0,0,0,0,0
"Olfr844",0,0,0,0,0,0
"Osbpl7",2.783476,4.227502,2.226242,2.009246,1.492457,2.270244
"Mc3r",0,0,0,0,0,0
"Il4ra",8.261333,8.73539,10.120692,11.250722,5.215079,15.778589
"Lat",0.993768,0.936257,0.752775,1.223008,0.325829,2.583795
"Spns1",10.212505,13.64623,8.130795,10.641125,10.877275,12.705229
"Dgat2",678.011432,579.723211,624.606024,895.818906,935.767513,813.896277
"Rps3",231.898849,350.500244,185.659912,265.936035,198.195908,246.090744
"Il21r",0.58781,0.456196,0.255238,0.354656,0.409443,1.003495
"Chst12",13.348147,16.068594,16.371826,18.975495,14.911075,19.695921
"Ccdc113",0.114361,0,0,0,0.090871,0.031946
"Arhgap21",7.522332,8.796524,10.83987,6.43791,5.892005,8.675755
"H2-Aa",31.186415,49.943622,72.320633,51.175392,28.15625,147.674189
"Cpz",0.170511,0.18107,0.434113,0.239723,0.253511,0.259817
"NewGene_546",0,0,0,0.091095,0.212588,0
"NewGene_547",0,0,0,0,0.58893,0
"NewGene_544",0.099822,0.149069,0.03525,0,0.673828,0.083405
"NewGene_545",1.322379,0.68387,0.954191,0.639462,3.165407,1.794348
"NewGene_542",0.183872,0.130577,0.305855,0.090589,0.266089,0.62462
"Vmn2r105",0,0,0,0,0,0
"Lsp1",17.91504,16.033007,25.949756,18.155829,10.894705,31.121804
"Vmn2r96",0,0.012718,0,0,0,0
"Hmcn1",0.243751,0.476173,0.785931,0.614933,0.224906,0.591134
"Dppa2",0,0,0,0,0,0
"Vsig8",0.22871,0.124753,0.056305,0.084821,0.156614,0.137718
"Lce1h",0,0,0,0,0,0
"Gm2115",0.092934,0.024281,0.126631,0.018908,0.052778,0.1026
"AC122413.2",0,0,0,0,0,0
"Sec13",48.640411,52.03989,41.59301,46.73135,37.923786,54.263386
"H2-M10.5",0,0,0,0,0,0
"Clic4",39.599285,40.589058,72.361786,42.29929,42.995132,53.594166
"Med21",25.912733,27.051944,22.588335,28.50009,25.940501,23.397933
"Smco2",0,0,0,0,0,0
"Zfp804b",0,0,0,0,0,0
"Gm9195",0,0,0,0,0,0
"Rhox2e",0,0,0,0,0,0
"Olfr1280",0,0,0,0,0,0
"L3mbtl2",4.368237,4.284315,5.58901,4.681307,4.589521,5.608391
"Zc3h7b",10.999682,11.293483,14.189342,11.106262,8.708717,12.826789
"Rangap1",13.990625,13.928258,14.617592,13.937735,13.739334,16.256074
"Esp36",0,0,0,0,0,0
"Gbp6",1.452087,1.5943,6.783925,2.587312,1.809051,3.44873
"Gm20388",0,0,0,0,0,0
"Olfr1324",0,0,0,0,0,0
"Mcmbp",7.670613,9.414354,10.109879,7.941764,6.791356,9.819352
"Slc5a1",2.777465,5.354216,0.858121,0.682528,0.528663,0.899885
"Usp31",1.352159,1.65009,2.190645,1.304048,1.47725,1.725497
"Asb8",18.902993,17.821493,18.392415,16.216016,22.504894,20.866377
"4-Mar",0.027114,0.013121,0.00832,0,0,0
"Porcn",3.985048,3.730764,4.186269,5.136465,3.713224,5.632251
"Wdr17",0,0.007842,0.031742,0,0,0
"Churc1",52.004134,44.164829,32.783961,44.205811,54.690163,48.443631
"Hlx",3.659497,3.158624,2.926025,3.668581,5.628193,5.748343
"Was",1.473588,1.85333,2.149441,1.286537,1.190792,2.579526
"Rbm3",72.981483,106.427337,70.696403,113.44399,78.387661,85.49828
"Wdr13",8.508539,9.724876,9.374642,8.552552,8.13025,9.365145
"Hdac6",2.788577,4.255839,3.31671,3.485497,3.49033,3.759121
"Eras",0,0,0,0,0,0
"Glod5",0,0.039946,0,0,0,0
"Gata1",0,0,0.072879,0.052814,0.080524,0.049843
"Vmn1r86",0,0,0,0,0,0
"Vmn1r85",0,0,0,0,0,0
"Zswim9",1.071481,1.32368,1.333129,1.098531,1.624191,1.349012
"Vmn1r87",0.002835,0,0,0,0,0
"Sult2a6",0,0,0,0,0,0
"Sult2a2",0,0,0,0,0,0
"Klc1",17.141561,17.664367,20.313485,17.603626,15.993593,19.578003
"Scn10a",0,0,0,0,0,0
"Fbxo16",0,0.097138,0.025889,0.02984,0.050581,0.102299
"Ppp1r13b",4.731529,6.055127,5.51311,4.401186,4.507681,5.972711
"Xrcc3",2.782729,2.71398,2.887335,2.507232,3.639381,2.798962
"Zfyve21",25.404095,25.440891,14.503099,24.296797,28.844293,26.365227
"Tnfaip2",5.287308,8.657078,5.38807,4.104338,5.580597,8.194457
"Zfp418",0.72973,0.714563,0.853814,0.483909,0.430433,0.778593
"Eif5",57.662305,52.365581,69.479582,50.099239,52.942493,46.932455
"Smoc1",30.502965,38.238153,60.876775,54.077985,53.383447,53.079137
"Slc10a1",0,0,0.0437,0.02192,0.058289,0
"Srsf5",37.47164,65.356505,63.099157,70.04788,45.552668,43.783592
"Susd6",14.950165,23.028064,16.970612,11.474095,11.765542,15.554332
"Erh",25.533676,30.96975,22.115992,30.882023,22.01849,25.052663
"Galnt16",2.957789,1.78656,6.134777,2.456118,2.011745,6.370726
"Lyst",3.509272,2.07956,3.651749,2.104497,1.481917,2.021884
"Gm20498",0.802796,2.15303,1.305958,1.355798,1.228108,0
"Slc13a1",0,0,0,0,0,0
"Rbm28",8.603328,10.306216,19.600737,12.117503,9.824162,12.843264
"Lrwd1",3.887149,6.067439,3.004482,3.971777,3.154272,4.950445
"Glyr1",24.824586,27.384775,32.900382,23.899738,21.35596,24.692545
"Cux1",16.85809,13.391874,15.990805,13.127362,15.049989,18.017233
"Pax4",0,0,0,0,0,0
"Fscn3",0,0,0,0,0,0
"Gcc1",2.991224,4.090592,3.834032,3.824444,2.673364,4.278523
"Tmsb15b2",0.082711,1.098552,0.103419,0.14039,0.042924,0.344309
"Lsg1",5.659332,6.452446,6.852229,5.606217,4.234159,6.726141
"G6pd2",0,0,0,0,0,0
"Phf6",2.849441,3.193066,4.362648,2.777606,2.163336,3.377122
"Tmed10",96.510445,115.679008,111.194923,88.899284,74.22216,95.60881
"Atg9b",1.54814,0.692174,0.670258,1.326804,1.219966,1.132993
"Galnt18",3.980365,5.677419,5.169617,4.768197,3.858721,6.602333
"Smg6",3.668172,4.566402,5.408503,4.016609,3.613663,4.778117
"Snx25",4.417868,4.896216,5.204626,4.299437,4.775611,4.8716
"Ccdc155",0,0,0.053722,0.065454,0,0
"Pdzk1",0.002364,0.001993,0,0,0,0
"Wdr36",7.41426,7.826122,9.821099,7.536107,5.903697,7.587055
"Ssh1",2.307522,2.475959,2.914818,2.253513,2.000731,3.000069
"Brms1l",4.39138,4.845829,6.649091,4.717399,3.31358,4.184021
"Lce1f",0,0,0,0,0,0
"Rassf4",4.344637,6.678107,4.597714,2.714379,2.08466,6.275431
"Sh2d2a",0.146063,0.218733,0.365835,0.202634,0.055232,0.757593
"Naxe",46.728382,46.484459,38.225014,52.483376,57.501984,56.136528
"Pear1",4.502215,7.483403,5.88658,6.68971,5.313098,8.00472
"Ntrk1",0.078327,0.069102,0.026813,0,0,0
"Cd1d1",67.339081,65.502625,95.645641,146.6461,97.542586,125.143823
"Dclk2",0.157187,0.386756,0.108122,0.163175,0.196855,0.203612
"Ylpm1",3.991739,4.774798,6.733483,5.031189,3.965329,5.241975
"Dld",216.81105,88.92115,131.97348,107.374825,198.906113,140.52124
"Pomc",0.272698,0.061388,0.048211,0.358555,0.190567,0.308814
"Dnmt3a",2.395932,3.275457,2.887445,2.016584,2.363404,2.639735
"Rps3a1",614.40863,945.457031,623.532227,719.691772,539.98053,625.640381
"Kif3c",2.958486,3.515344,4.136001,3.174618,2.813933,3.46448
"Sh3yl1",2.045581,4.299644,1.408001,1.524015,1.159579,1.877823
"Cib2",92.003273,62.512093,40.035519,73.001549,158.567352,67.210953
"NewGene_514",0,0.201731,0.077977,0,0,0
"NewGene_4302",1.331183,0.564898,0.591704,0.576299,0.826052,0.674301
"NewGene_4301",0.175354,0,0,0.046225,0,0.091436
"Tarbp1",1.120043,1.600309,1.742658,1.328446,1.418122,1.750118
"Adig",197.865873,202.692228,182.880693,488.740322,266.660401,339.247712
"Sowahd",0,0,0,0,0,0
"Sptssa",39.940133,42.632652,42.753345,43.894201,39.462974,38.297127
"Arfgap1",7.798096,10.73072,8.058183,8.978805,8.28972,10.081684
"Nkain4",0.210764,0.210834,0.408271,0.391829,0.245371,0.255367
"Chrna4",0.023048,0.008535,0.011015,0.008013,0,0.032448
"Col9a3",1.756714,5.696562,1.589184,1.895087,0.949871,1.156365
"Gid8",18.027304,16.9871,21.875702,19.040268,18.848955,21.191223
"Srms",0.66384,0.771633,0.35433,0.526087,0.581494,0.678962
"Gm3045",0,0,0,0,0,0
"Gm11937",0,0,0,0,0,0
"Cd300c",0,0.170585,0.029452,0,0.224068,0
"Lin9",2.243089,2.365905,2.814554,1.598497,1.34295,1.372828
"Vmn1r177",0,0,0,0,0,0
"Podxl2",5.197657,4.81715,4.148211,4.65661,6.319967,4.820552
"Lpcat2b",0,0,0,0,0.025394,0.017748
"Cst10",0,0,0,0,0,0
"Abhd10",3.179419,3.382746,3.882823,3.295793,4.124295,3.225231
"Cnppd1",11.81188,15.998394,10.802119,13.527117,15.542108,14.795705
"Tubgcp5",3.441566,3.748429,3.867866,2.973522,2.283603,2.766993
"Atp6v1h",40.016217,38.882825,41.230416,37.440114,35.268092,41.111264
"Olfr165",0,0,0,0,0,0
"Polr1b",3.328701,4.636018,5.007987,4.233076,4.095403,4.872984
"Ttl",7.776901,5.531699,6.573082,7.457798,5.478772,6.22244
"Slc20a1",5.458081,6.875855,8.265057,9.418647,6.368009,5.804142
"Il1a",0.148349,0.272246,0.080071,0.072006,0.054151,0.194684
"Il1b",0.128153,0.333589,0.294189,0.151531,0.137539,0.689656
"Por",71.524982,75.238809,130.191746,103.212593,141.025459,119.943273
"Ndufs3",214.759171,124.067291,127.631973,138.062515,288.716095,198.818634
"Atf3",6.801466,4.350674,10.308406,5.862773,7.440875,8.333212
"Slc9b1",0,0.011728,0,0.019504,0,0
"Nek2",0.207523,0.181468,0.233475,0.165561,0.073315,0.422505
"Lpgat1",14.484193,16.084102,32.682329,26.540712,13.601549,22.455461
"Mark1",2.918372,3.552642,3.048949,2.900391,2.114322,3.264471
"Marc1",15.119223,16.364081,10.39012,16.521562,13.621848,16.018906
"Ppp2r5a",189.194452,162.510247,235.645065,257.538618,249.483066,243.850085
"Tmem206",2.647566,3.001589,3.193313,3.14691,1.900661,2.531651
"Ccr6",0.074005,0,0.081944,0.045594,0.100862,0.135607
"Kcnd3",0.080645,0.04788,0.089687,0.078557,0.084995,0.126321
"Foxa3",0,0.044311,0,0.052879,0,0.048479
"Gm6465",0,0,0,0,0,0
"Ldlrad2",0,0,0,0,0,0
"Gm867",0.133112,0.254107,0.104465,0,0,0.122401
"Slbp",11.646442,12.357747,13.762616,12.863683,13.28216,13.719764
"Kdm4b",6.166815,6.670755,5.9136,5.53802,4.825089,7.034558
"Greb1l",0.093113,0.078586,0.156486,0.068052,0.059813,0.056647
"Gm28490",0,0,0,0,0,0
"Gm4969",0.08777,0.028967,0,0.017413,0.012962,0.04821
"Gm21256",0,0,0,0,0,0
"Pitpnb",30.083801,30.81525,40.110807,30.841412,27.557319,29.951434
"Gm8122",0,0,0,0,0,0
"Gm14403",3.92289,3.280981,5.636887,6.428583,3.085946,1.959775
"NewGene_1367",0,0.127158,0,0.336402,0.095145,0.121984
"Zp3r",0,0,0,0,0,0
"Adprhl2",10.473631,14.118737,8.284437,14.026526,11.844515,12.999372
"NewGene_3978",0,0.205972,0,0.386474,0.240389,0
"Gm20924",0,0,0,0,0,0
"Nupr1l",0.918007,1.02093,0.891414,3.447744,2.577218,2.608075
"Sirpb1a",0.231973,0.17594,0.242251,0.062707,0.160073,0.105515
"NewGene_3977",0.060665,0,0.247187,0.200353,0.204364,0
"Tspan31",30.72628,42.103024,37.672901,36.952496,32.77317,36.971466
"Mettl1",4.490619,5.858302,3.4372,5.898503,4.089473,5.230646
"B4galnt1",14.868236,32.43927,11.162649,9.526008,6.015224,14.399503
"Ccdc88b",1.88533,1.891314,1.056482,1.201644,1.7293,2.07278
"Tigd4",0.407943,0.603332,0.54684,0.253203,0.391336,0.148027
"NewGene_2942",6.454385,6.68925,6.073338,8.597282,6.255463,7.295842
"NewGene_2940",0,0,0,0.04433,0.156893,0.04336
"NewGene_2947",0.604427,0.327216,1.262511,0.498427,0.334482,0.514678
"Acyp1",12.517906,12.980027,11.305015,14.381009,13.672859,12.380292
"NewGene_2944",0,0,0.240788,0,0.263609,0
"Cox8c",0,0,0,0,0,0
"Jdp2",10.703971,11.182323,7.595163,9.948389,8.22162,10.626363
"Thoc5",8.224947,10.881483,11.3519,10.278394,8.841204,10.355993
"Igsf9b",0.044707,0.043497,0.085333,0.072368,0.030412,0.044602
"Pcdhb19",0.127204,0.112115,0.186094,0.153087,0.089925,0.085797
"Olfr131",0,0,0,0,0,0
"Dnajc17",2.72815,3.07721,1.598498,2.531419,2.295007,2.233806
"Olfr571",0,0,0,0,0,0
"Olfr30",0,0,0,0,0,0
"Snd1",26.845045,38.446179,21.967196,18.981614,13.439911,26.66963
"Tmem79",34.92435,17.568415,9.556383,19.252269,19.377753,19.266761
"Olfr815",0,0,0,0,0,0
"Vmn1r230",0,0,0,0,0,0
"1190002N15Rik",5.26737,6.820888,11.329908,8.41396,6.384446,7.445207
"Akr1e1",3.978406,4.669534,6.216994,5.484936,4.249907,5.392362
"2410002F23Rik",3.540595,7.168081,5.385507,5.328048,4.397626,6.342438
"Mecr",75.899191,35.523359,47.91931,50.543128,81.140548,76.465078
"Srsf4",18.504028,27.166825,22.027202,25.208723,23.028659,27.195698
"Plekhm2",6.569871,8.007386,7.14175,6.081977,5.571992,6.989467
"Casp9",4.185235,5.36525,5.687701,5.246144,3.943841,6.276734
"Arhgef19",0.887174,2.330333,1.146645,1.951007,0.885629,1.405686
"Gast",0,0,0,0,0,0
"Cntnap1",1.863008,1.406339,1.85424,2.295206,2.635412,2.123512
"Olfr215",0,0,0,0,0,0
"Arpp19",13.269119,12.88355,14.984499,12.492595,13.061741,11.28453
"Psmc3ip",14.652345,15.919424,14.888377,20.467711,19.601017,17.908641
"Atp6v0a1",15.437429,17.599329,19.951548,18.868908,18.549223,22.029029
"Hsd17b1",0.174176,0.057517,0.126054,0.069497,0.013879,0.183883
"Slc16a2",7.283994,6.223042,5.488635,4.056506,6.375124,6.224149
"Gm11567",0,0,0,0,0,0
"NewGene_1416",0.626477,0.509966,0.262177,0.954406,0.748999,0.670876
"NewGene_1417",0.268094,0.343296,0.13781,0.350859,1.101677,0.418273
"NewGene_1410",1.361869,1.376582,2.517314,1.414544,1.521387,2.389108
"Zfp341",1.285788,1.641985,1.174844,1.32339,1.102819,1.583761
"Fkbp7",13.323586,13.106102,23.386901,20.707601,13.776569,20.10047
"Gm9922",2.340876,0.779536,0.434639,0.555826,1.810722,0.814223
"Prkra",12.80552,14.374072,11.011465,11.647717,11.623054,14.19241
"Ppfia2",0.040448,0.14554,0.116286,0.038913,0.050539,0.028885
"Magea5",0,0,0,0,0,0
"C1s2",2.739467,3.822434,6.087011,2.410585,1.757223,5.521486
"Lipo1",0,0,0,0,0,0
"Lipo4",0.147611,0.101732,0.185052,0.223141,0.176287,0.249708
"NewGene_3302",0,0,0.094328,0.134474,0,0
"NewGene_3303",0.171975,0,0.295028,0,0.104145,0
"NewGene_3300",0,0,0,0.25206,0,0
"NewGene_3301",0,0.052305,0,0,0,0.202462
"NewGene_3307",0.642437,2.533468,0.732887,0.627982,0.54627,0.502905
"NewGene_3309",1.421064,0.728346,1.806552,0.997586,0.55939,1.394491
"Gm10197",0,0,0,0,0,0
"Pfdn5",93.207448,126.041868,94.671894,105.623994,95.674649,102.996211
"Rarg",11.463889,18.211668,16.901105,14.97502,14.065136,19.710166
"Asb18",1.08863,0.781927,1.444852,0.63379,1.492204,1.094777
"Ces1b",0,0,0.04967,0,0,0
"Sp1",7.208928,8.992836,11.372943,6.487642,5.80472,8.086546
"Hsbp1l1",0.186428,0.386504,0.362694,0.170484,0.11579,0.284439
"Myg1",10.587355,13.595793,12.19253,11.38738,13.289612,11.880357
"Adgre5",15.352896,15.251058,25.999642,16.720091,17.726544,29.439778
"Nab1",15.434992,14.046093,19.977622,14.681403,13.232005,12.911147
"Polr3d",5.817101,6.763495,7.533865,6.321144,5.499541,6.448659
"Sept1",3.009378,2.967172,2.976742,3.149669,1.849509,5.223519
"Pdgfb",11.502042,13.487267,10.809134,15.237611,14.33144,14.121031
"NewGene_4735",0.441548,0.440376,0.745708,0.512767,0.425464,0.57686
"Tmem86a",4.72824,8.62913,4.986478,26.354025,7.964421,15.079631
"Apol10a",0,0,0.008289,0,0,0
"NewGene_5469",0,0,0.167613,0,0,0
"NewGene_5468",0.344859,0.970391,0.628754,0.664427,0.693371,0.528754
"NewGene_5465",0,0,0.215572,0.131194,0,0.046712
"NewGene_5467",0.06659,0.178205,0,0,0,0
"NewGene_5466",0,0.623918,0.162306,1.07523,0.41471,0.123498
"NewGene_5461",0,0,0,0,0.131805,0
"NewGene_5460",0.155685,0.057918,0.73376,0.345981,0.328097,0.573605
"NewGene_5462",0.326858,0.093009,0.164686,0.169414,0.039858,0.241308
"Mtmr14",8.322148,10.69752,9.472591,9.135246,9.773553,13.229235
"4930578G10Rik",0,0,0,0,0,0
"Carhsp1",47.471725,38.544762,52.841297,53.931931,54.00666,59.064354
"Dsp",1.366499,3.734444,4.01613,2.089129,1.729234,1.942351
"Tatdn2",10.886175,13.387973,12.971075,12.158474,12.545244,12.400593
"Thumpd3",8.528168,9.118745,13.862837,10.316945,9.058058,11.013583
"Olfr315",0,0,0,0,0,0
"NewGene_2169",1.055276,0.580977,0.710128,1.069578,0.906996,0.770956
"NewGene_5798",0,0,0,0.134474,0,0
"Gimap1",5.207386,6.557061,3.236696,6.649082,5.382346,7.727609
"NewGene_5793",1.513671,1.521186,2.556433,2.289758,1.834702,0.901587
"Gm15446",1.217327,1.780417,1.326237,1.836215,0.806665,0.707006
"NewGene_5791",0.281355,0,0.150542,0.136609,0.107396,0.311754
"NewGene_2162",1.389885,1.821966,2.715652,2.094056,1.343743,3.043716
"NewGene_5797",0,0.11588,0,0,0,0
"NewGene_5796",0.750077,0.356462,0.300808,0.353215,0.163858,0.350595
"NewGene_5795",0.345208,0,0,0.133897,0.799672,0
"NewGene_2166",0.090076,0.109741,0,0.246468,0.217137,0
"Fbxl22",0.562924,1.068785,0.443812,0.556103,0.849995,0.580712
"Olfr1323",0,0,0,0,0,0
"Pcdh20",0.132929,0.224934,0.688299,0.277071,0.166661,0.243596
"Ndp",0,0.285533,0.353899,0.442814,0.140777,0.36898
"9430038I01Rik",2.560153,4.054085,3.38351,6.29074,3.579038,3.766456
"Abcc8",1.65335,2.864931,1.22071,1.304727,0.965019,1.380332
"Rdh7",0,0,0.044161,0,0,0
"Svs2",0,0,0,0,0,0
"Gpr176",0.334742,0.518059,0.52958,0.414045,0.20533,0.481345
"Spn",0.717025,0.194358,1.26146,1.056,0.313472,2.389482
"Hspb3",3.85779,2.572845,3.776991,2.406932,3.004165,3.077806
"Meioc",0,0.014455,0.010153,0.07174,0.017236,0.034971
"Chn1",13.60767,12.449674,14.480278,15.154513,12.086316,14.319823
"Cd248",11.806741,6.558882,21.719631,17.947672,7.208782,38.282829
"Gm11437",0.131763,0.103877,0.129464,0,0,0
"Crebzf",11.562849,15.709963,13.290038,16.439594,13.185251,10.862988
"Olfr705",0,0,0,0,0,0
"Dpep1",44.568542,68.337392,66.476178,46.464117,35.038161,74.895439
"St8sia5",3.062182,2.611294,2.384444,1.232255,3.228218,2.414862
"Rnf165",0.095292,0.076927,0.136456,0.159527,0.059601,0.109235
"Hdhd2",18.161537,14.171824,18.097939,14.818305,20.379551,18.964969
"Katnal2",0.568691,1.405223,1.925472,1.671917,3.065376,1.898142
"Pias2",7.136599,8.696401,10.594524,6.682756,7.802776,6.731095
"Agap2",0.954967,0.64114,0.651667,0.731892,0.572217,1.016043
"Gdap1l1",0.25142,0.202297,0.228921,0.650784,0.184699,0.555087
"Pstpip2",4.600311,5.202759,6.40662,5.486159,5.896388,4.922571
"Atp5a1",913.500027,515.098512,561.914779,501.370731,1064.551962,814.574076
"Cd2ap",10.535642,12.093113,11.726146,10.404596,5.436876,5.859865
"Pla2g4a",3.775209,6.178713,4.839194,1.929887,1.292755,3.544718
"Spata31",0,0,0,0,0,0
"Spock1",0.01467,0.079573,0.064117,0.029786,0.049534,0.023471
"Ric8b",11.187646,10.269289,11.81702,8.695183,10.374874,9.189775
"Cars2",11.742396,9.045202,7.991987,7.902969,10.744392,10.287419
"Rgs9",0.012554,0.19334,0.155726,0.068032,0,0
"Olfr998",0,0,0,0,0,0
"Olfr1245",0,0,0,0,0,0
"Pum2",17.823167,19.086957,25.432168,17.333301,14.979008,14.442785
"Ccdc194",0.055689,0.032582,0.055257,0.113121,0.073434,0.027129
"Olfr1293-ps",0,0,0,0,0,0
"Pcdha8",0,0.135802,0,0,0,0
"Hsd17b6",0,0,0,0,0,0
"Prim1",2.00646,2.54841,2.554864,1.963785,1.754367,2.006444
"Rubcn",6.311495,7.564528,7.636975,5.549726,5.997244,7.215617
"Atp5b",1728.725098,903.903137,1149.93457,922.335388,1783.831299,1547.257202
"Siglec15",0.091014,0.057937,0,0,0,0
"Vmn2r14",0,0,0,0,0,0
"Olfr235",0,0,0,0,0,0
"Tmem26",0.056691,0.052613,0.127304,0.085245,0.059792,0.101822
"Krtap22-2",0,0,0,0,0,0
"Gm21060",0,0,0,0,0,0
"Zfp97",0.934722,0.97854,0.777724,0.961571,0.310825,0.271079
"Gm16513",0,0,0,0,0,0
"Trappc12",11.525171,11.194732,12.207859,9.616659,10.876648,14.053841
"Fubp1",11.971752,13.241268,12.766798,10.418135,9.978834,9.786772
"Olfr220",0,0,0,0,0,0
"Olfr417",0,0,0,0,0,0
"Ifi208",0.213885,0.208926,0.18516,0.2488,0.028168,0.386307
"Ssxb10",0,0,0,0,0,0
"Ssxb9",0,0,0,0,0,0
"Gm40460",0,0,0,0,0,0
"Sema3e",0.20288,0.070076,0.376782,0.113757,0.083547,0.277283
"Zfp773",0.421102,1.218574,0.488176,0.33606,0.274492,0.509153
"Gpr101",0,0,0,0,0,0
"Sae1",18.196611,22.296033,24.805253,23.554031,16.687075,27.091725
"Tmed7",21.433655,21.26104,28.122881,17.625187,14.259727,19.699915
"BC016579",0.535395,0.519067,0.102118,0.066798,0,0.022897
"Popdc3",3.268897,3.592302,4.144526,2.668761,4.84258,3.033856
"Prep",2.547935,3.103812,4.177766,2.699795,2.741883,4.057033
"Fam241b",2.056417,3.117946,1.044086,0.90113,1.240231,1.234767
"Rev3l",2.127034,4.457834,4.17833,2.812807,1.455964,3.467117
"Traf3ip2",3.131297,6.741994,5.519523,5.80544,3.970388,5.938559
"Fyn",8.336936,7.989214,11.842226,7.504921,6.114507,11.34132
"Tube1",0.258669,0.451651,0.151247,0.321057,0.272406,0.431753
"Lama4",13.564709,14.9442,27.692511,19.125599,13.239425,22.929758
"Cyp2ab1",0.170546,0.127783,0.35257,0.16899,0.108142,0.526814
"H2afy2",2.006763,2.19567,2.735595,3.93106,3.77159,3.520638
"Il9r",0.022575,0.008751,0.02251,0,0.026553,0.066255
"Pfkl",135.860153,80.801601,45.126779,49.802163,101.777771,85.457527
"Rel",1.011962,0.85882,1.086098,0.807583,0.857842,0.939035
"Tysnd1",24.996,20.147616,14.383012,22.101098,26.169972,23.293003
